'2019-01-01', 0
'2019-01-02', 0
'2019-01-03', 0
'2019-01-04', 0
'2019-01-05', 1
'2019-01-06', 0
'2019-01-07', 0
'2019-01-08', 0
'2019-01-09', 0
'2019-01-10', 1
'2019-01-11', 0
'2019-01-12', 0
'2019-01-13', 0
'2019-01-14', 1
'2019-01-15', 0
'2019-01-16', 2
'2019-01-17', 2
'2019-01-18', 1
'2019-01-19', 12
'2019-01-20', 1
'2019-01-21', 0
'2019-01-22', 0
'2019-01-23', 10
'2019-01-24', 0
'2019-01-25', 1
'2019-01-26', 2
'2019-01-27', 0
'2019-01-28', 2
'2019-01-29', 2
'2019-01-30', 0
'2019-01-31', 1
'2019-02-01', 0
'2019-02-02', 1
'2019-02-03', 1
'2019-02-04', 1
'2019-02-05', 3
'2019-02-06', 15
'2019-02-07', 29
'2019-02-08', 17
'2019-02-09', 8
'2019-02-10', 4
'2019-02-11', 4
'2019-02-12', 2
'2019-02-13', 6
'2019-02-14', 2
'2019-02-15', 5
'2019-02-16', 12
'2019-02-17', 0
'2019-02-18', 8
'2019-02-19', 2
'2019-02-20', 1
'2019-02-21', 2
'2019-02-22', 3
'2019-02-23', 13
'2019-02-24', 0
'2019-02-25', 2
'2019-02-26', 0
'2019-02-27', 2
'2019-02-28', 0
'2019-03-01', 0
'2019-03-02', 1
'2019-03-03', 1
'2019-03-04', 0
'2019-03-05', 0
'2019-03-06', 17
'2019-03-07', 4
'2019-03-08', 2
'2019-03-09', 0
'2019-03-10', 0
'2019-03-11', 0
'2019-03-12', 1
'2019-03-13', 1
'2019-03-14', 1
'2019-03-15', 1
'2019-03-16', 7
'2019-03-17', 0
'2019-03-18', 0
'2019-03-19', 4
'2019-03-20', 0
'2019-03-21', 5
'2019-03-22', 3
'2019-03-23', 0
'2019-03-24', 0
'2019-03-25', 0
'2019-03-26', 0
'2019-03-27', 4
'2019-03-28', 2
'2019-03-29', 2
'2019-03-30', 0
'2019-03-31', 0
'2019-04-01', 0
'2019-04-02', 2
'2019-04-03', 2
'2019-04-04', 13
'2019-04-05', 13
'2019-04-06', 2
'2019-04-07', 1
'2019-04-08', 3
'2019-04-09', 4
'2019-04-10', 2
'2019-04-11', 2
'2019-04-12', 2
'2019-04-13', 0
'2019-04-14', 0
'2019-04-15', 0
'2019-04-16', 0
'2019-04-17', 0
'2019-04-18', 0
'2019-04-19', 1
'2019-04-20', 3
'2019-04-21', 0
'2019-04-22', 0
'2019-04-23', 2
'2019-04-24', 0
'2019-04-25', 1
'2019-04-26', 0
'2019-04-27', 1
'2019-04-28', 0
'2019-04-29', 0
'2019-04-30', 0
'2019-05-01', 7
'2019-05-02', 6
'2019-05-03', 2
'2019-05-04', 0
'2019-05-05', 0
'2019-05-06', 0
'2019-05-07', 0
'2019-05-08', 0
'2019-05-09', 0
'2019-05-10', 0
'2019-05-11', 0
'2019-05-12', 0
'2019-05-13', 0
'2019-05-14', 0
'2019-05-15', 0
'2019-05-16', 0
'2019-05-17', 2
'2019-05-18', 0
'2019-05-19', 0
'2019-05-20', 0
'2019-05-21', 0
'2019-05-22', 0
'2019-05-23', 0
'2019-05-24', 0
'2019-05-25', 0
'2019-05-26', 2
'2019-05-27', 0
'2019-05-28', 0
'2019-05-29', 1
'2019-05-30', 0
'2019-05-31', 2
'2019-06-01', 0
'2019-06-02', 4
'2019-06-03', 0
'2019-06-04', 1
'2019-06-05', 3
'2019-06-06', 3
'2019-06-07', 7
'2019-06-08', 1
'2019-06-09', 0
'2019-06-10', 1
'2019-06-11', 4
'2019-06-12', 2
'2019-06-13', 0
'2019-06-14', 1
'2019-06-15', 0
'2019-06-16', 1
'2019-06-17', 1
'2019-06-18', 0
'2019-06-19', 0
'2019-06-20', 0
'2019-06-21', 1
'2019-06-22', 0
'2019-06-23', 0
'2019-06-24', 0
'2019-06-25', 2
'2019-06-26', 2
'2019-06-27', 5
'2019-06-28', 3
'2019-06-29', 1
'2019-06-30', 2
'2019-07-01', 3
'2019-07-02', 2
'2019-07-03', 1
'2019-07-04', 3
'2019-07-05', 2
'2019-07-06', 0
'2019-07-07', 4
'2019-07-08', 1
'2019-07-09', 1
'2019-07-10', 37
'2019-07-11', 10
'2019-07-12', 7
'2019-07-13', 0
'2019-07-14', 0
'2019-07-15', 1
'2019-07-16', 3
'2019-07-17', 10
'2019-07-18', 3
'2019-07-19', 1
'2019-07-20', 0
'2019-07-21', 0
'2019-07-22', 2
'2019-07-23', 17
'2019-07-24', 5
'2019-07-25', 1
'2019-07-26', 5
'2019-07-27', 6
'2019-07-28', 2
'2019-07-29', 0
'2019-07-30', 5
'2019-07-31', 5
'2019-08-01', 5
'2019-08-02', 5
'2019-08-03', 2
'2019-08-04', 0
'2019-08-05', 0
'2019-08-06', 1
'2019-08-07', 1
'2019-08-08', 1
'2019-08-09', 1
'2019-08-10', 0
'2019-08-11', 1
'2019-08-12', 0
'2019-08-13', 1
'2019-08-14', 7
'2019-08-15', 0
'2019-08-16', 1
'2019-08-17', 0
'2019-08-18', 0
'2019-08-19', 0
'2019-08-20', 2
'2019-08-21', 1
'2019-08-22', 3
'2019-08-23', 1
'2019-08-24', 2
'2019-08-25', 1
'2019-08-26', 1
'2019-08-27', 1
'2019-08-28', 0
'2019-08-29', 1
'2019-08-30', 0
'2019-08-31', 1
'2019-09-01', 1
'2019-09-02', 0
'2019-09-03', 1
'2019-09-04', 0
'2019-09-05', 4
'2019-09-06', 1
'2019-09-07', 3
'2019-09-08', 3
'2019-09-09', 1
'2019-09-10', 3
'2019-09-11', 0
'2019-09-12', 0
'2019-09-13', 0
'2019-09-14', 1
'2019-09-15', 0
'2019-09-16', 0
'2019-09-17', 7
'2019-09-18', 4
'2019-09-19', 1
'2019-09-20', 1
'2019-09-21', 0
'2019-09-22', 0
'2019-09-23', 0
'2019-09-24', 0
'2019-09-25', 0
'2019-09-26', 2
'2019-09-27', 1
'2019-09-28', 0
'2019-09-29', 0
'2019-09-30', 1
'2019-10-01', 1
'2019-10-02', 0
'2019-10-03', 0
'2019-10-04', 1
'2019-10-05', 0
'2019-10-06', 0
'2019-10-07', 0
'2019-10-08', 0
'2019-10-09', 0
'2019-10-10', 1
'2019-10-11', 0
'2019-10-12', 0
'2019-10-13', 0
'2019-10-14', 0
'2019-10-15', 0
'2019-10-16', 2
'2019-10-17', 1
'2019-10-18', 0
'2019-10-19', 0
'2019-10-20', 0
'2019-10-21', 0
'2019-10-22', 5
'2019-10-23', 0
'2019-10-24', 0
'2019-10-25', 1
'2019-10-26', 8
'2019-10-27', 0
'2019-10-28', 1
'2019-10-29', 0
'2019-10-30', 2
'2019-10-31', 0
'2019-11-01', 7
'2019-11-02', 2
'2019-11-03', 1
'2019-11-04', 0
'2019-11-05', 1
'2019-11-06', 1
'2019-11-07', 0
'2019-11-08', 1
'2019-11-09', 1
'2019-11-10', 0
'2019-11-11', 1
'2019-11-12', 2
'2019-11-13', 1
'2019-11-14', 8
'2019-11-15', 6
'2019-11-16', 3
'2019-11-17', 0
'2019-11-18', 1
'2019-11-19', 2
'2019-11-20', 3
'2019-11-21', 2
'2019-11-22', 3
'2019-11-23', 1
'2019-11-24', 2
'2019-11-25', 1
'2019-11-26', 0
'2019-11-27', 1
'2019-11-28', 0
'2019-11-29', 0
'2019-11-30', 1
'2019-12-01', 0
'2019-12-02', 0
'2019-12-03', 0
'2019-12-04', 14
'2019-12-05', 5
'2019-12-06', 4
'2019-12-07', 1
'2019-12-08', 1
'2019-12-09', 3
'2019-12-10', 3
'2019-12-11', 1
'2019-12-12', 1
'2019-12-13', 0
'2019-12-14', 3
'2019-12-15', 0
'2019-12-16', 0
'2019-12-17', 0
'2019-12-18', 1
'2019-12-19', 6
'2019-12-20', 2
'2019-12-21', 3
'2019-12-22', 0
'2019-12-23', 1
'2019-12-24', 5
'2019-12-25', 5
'2019-12-26', 1
'2019-12-27', 5
'2019-12-28', 1
'2019-12-29', 0
'2019-12-30', 1
'2019-12-31', 0
'2020-01-01', 0
'2020-01-02', 1
'2020-01-03', 1
'2020-01-04', 0
'2020-01-05', 0
'2020-01-06', 0
'2020-01-07', 0
'2020-01-08', 5
'2020-01-09', 2
'2020-01-10', 1
'2020-01-11', 2
'2020-01-12', 1
'2020-01-13', 3
'2020-01-14', 0
'2020-01-15', 4
'2020-01-16', 0
'2020-01-17', 0
'2020-01-18', 2
'2020-01-19', 2
'2020-01-20', 1
'2020-01-21', 1
'2020-01-22', 1
'2020-01-23', 0
'2020-01-24', 0
'2020-01-25', 0
'2020-01-26', 0
'2020-01-27', 1
'2020-01-28', 0
'2020-01-29', 0
'2020-01-30', 0
'2020-01-31', 0
'2020-02-01', 0
'2020-02-02', 1
'2020-02-03', 1
'2020-02-04', 0
'2020-02-05', 1
'2020-02-06', 0
'2020-02-07', 0
'2020-02-08', 0
'2020-02-09', 1
'2020-02-10', 1
'2020-02-11', 0
'2020-02-12', 12
'2020-02-13', 5
'2020-02-14', 2
'2020-02-15', 3
'2020-02-16', 0
'2020-02-17', 2
'2020-02-18', 1
'2020-02-19', 1
'2020-02-20', 2
'2020-02-21', 2
'2020-02-22', 1
'2020-02-23', 1
'2020-02-24', 2
'2020-02-25', 0
'2020-02-26', 0
'2020-02-27', 1
'2020-02-28', 0
'2020-02-29', 1
'2020-03-01', 0
'2020-03-02', 0
'2020-03-03', 1
'2020-03-04', 5
'2020-03-05', 0
'2020-03-06', 1
'2020-03-07', 1
'2020-03-08', 1
'2020-03-09', 1
'2020-03-10', 1
'2020-03-11', 1
'2020-03-12', 0
'2020-03-13', 1
'2020-03-14', 0
'2020-03-15', 1
'2020-03-16', 2
'2020-03-17', 5
'2020-03-18', 0
'2020-03-19', 0
'2020-03-20', 0
'2020-03-21', 6
'2020-03-22', 0
'2020-03-23', 0
'2020-03-24', 1
'2020-03-25', 3
'2020-03-26', 2
'2020-03-27', 1
'2020-03-28', 5
'2020-03-29', 2
'2020-03-30', 5
'2020-03-31', 1
'2020-04-01', 15
'2020-04-02', 21
'2020-04-03', 3
'2020-04-04', 1
'2020-04-05', 3
'2020-04-06', 1
'2020-04-07', 0
'2020-04-08', 3
'2020-04-09', 0
'2020-04-10', 0
'2020-04-11', 0
'2020-04-12', 0
'2020-04-13', 1
'2020-04-14', 0
'2020-04-15', 1
'2020-04-16', 0
'2020-04-17', 0
'2020-04-18', 0
'2020-04-19', 0
'2020-04-20', 2
'2020-04-21', 0
'2020-04-22', 0
'2020-04-23', 0
'2020-04-24', 11
'2020-04-25', 0
'2020-04-26', 5
'2020-04-27', 2
'2020-04-28', 0
'2020-04-29', 3
'2020-04-30', 2
'2020-05-01', 0
'2020-05-02', 10
'2020-05-03', 1
'2020-05-04', 1
'2020-05-05', 6
'2020-05-06', 2
'2020-05-07', 0
'2020-05-08', 10
'2020-05-09', 0
'2020-05-10', 0
'2020-05-11', 1
'2020-05-12', 2
'2020-05-13', 2
'2020-05-14', 1
'2020-05-15', 1
'2020-05-16', 0
'2020-05-17', 0
'2020-05-18', 0
'2020-05-19', 0
'2020-05-20', 17
'2020-05-21', 3
'2020-05-22', 2
'2020-05-23', 1
'2020-05-24', 0
'2020-05-25', 0